"person","place","date","dbin","dbout"
"http://dbpedia.org/resource/Frank_Hansen_(politician)","http://dbpedia.org/resource/Seattle","1991-12-29","-1","-1"
"http://dbpedia.org/resource/John_Noriega","http://dbpedia.org/resource/Bountiful","_Utah","2001-10-29","5","61"
"http://dbpedia.org/resource/Peter_Mamakos","http://dbpedia.org/resource/Paso_Robles","_California","2008-04-27","15","24"
"http://dbpedia.org/resource/Trevor_Kincaid","http://dbpedia.org/resource/Seattle","1970-07-01","-1","-1"
"http://dbpedia.org/resource/Alfred_E._Montgomery","http://dbpedia.org/resource/Bremerton","_Washington","1961-12-15","10","131"
"http://dbpedia.org/resource/Fred_W._Hastings","http://dbpedia.org/resource/Seattle","1932-12-18","-1","-1"
"http://dbpedia.org/resource/Ross_Bragg","http://dbpedia.org/resource/Seattle","1997-03-31","-1","-1"
"http://dbpedia.org/resource/Cornelius_T._Herring","http://dbpedia.org/resource/Amarillo","_Texas","1931-06-29","-1","-1"
"http://dbpedia.org/resource/Charles_B._Peatross","http://dbpedia.org/resource/Shreveport","_Louisiana","2015-01-28","-1","-1"
"http://dbpedia.org/resource/Fergy_Malone","http://dbpedia.org/resource/Seattle","1905-01-01","27","96"
"http://dbpedia.org/resource/Fergy_Malone","http://dbpedia.org/resource/Seattle","1905-01-18","27","96"
"http://dbpedia.org/resource/Richard_L._Murphy","http://dbpedia.org/resource/Chippewa_Falls","_Wisconsin","1936-07-16","26","57"
"http://dbpedia.org/resource/Terry_Stafford","http://dbpedia.org/resource/Amarillo","_Texas","1996-03-17","41","70"
"http://dbpedia.org/resource/Alonzo_J._Edgerton","http://dbpedia.org/resource/Sioux_Falls","_South_Dakota","1896-08-09","28","95"
"http://dbpedia.org/resource/George_F._Moore_(lieutenant_governor)","http://dbpedia.org/resource/Seattle","1938-05-24","14","33"
"http://dbpedia.org/resource/Ignatius_L._Donnelly","http://dbpedia.org/resource/Minneapolis","1901-01-01","112","151"
"http://dbpedia.org/resource/John_Williams_(offensive_lineman)","http://dbpedia.org/resource/Minneapolis","2012-07-08","14","57"
"http://dbpedia.org/resource/Margriet_Tindemans","http://dbpedia.org/resource/Seattle","2014-12-31","-1","-1"
"http://dbpedia.org/resource/Marietta_LeBreton","http://dbpedia.org/resource/Shreveport","_Louisiana","2009-03-05","11","75"
"http://dbpedia.org/resource/B._Marcus_Priteca","http://dbpedia.org/resource/Seattle","1971-10-01","42","59"
"http://dbpedia.org/resource/Baha'_al-Dawla","http://dbpedia.org/resource/Behbahan","1012-12-22","36","70"
"http://dbpedia.org/resource/Bill_Dinneen","http://dbpedia.org/resource/Syracuse","_New_York","1955-01-13","77","94"
"http://dbpedia.org/resource/Bobby_Marshall","http://dbpedia.org/resource/Minneapolis","1958-08-27","29","77"
"http://dbpedia.org/resource/Dick_Siebert","http://dbpedia.org/resource/Minneapolis","1978-12-09","51","62"
"http://dbpedia.org/resource/Laraine_Day","http://dbpedia.org/resource/Ivins","_Utah","2007-11-10","148","177"
"http://dbpedia.org/resource/Peg_Phillips","http://dbpedia.org/resource/Seattle","2002-11-07","23","50"
"http://dbpedia.org/resource/Douglas_Tompkins","http://dbpedia.org/resource/Coyhaique","2015-12-08","31","43"
"http://dbpedia.org/resource/George_W._Hardy","_Jr.","http://dbpedia.org/resource/Shreveport","_Louisiana","1967-07-15","-1","-1"
"http://dbpedia.org/resource/Gilbert_S._Meem","http://dbpedia.org/resource/Seattle","1908-06-10","6","74"
"http://dbpedia.org/resource/James_E._West_(politician)","http://dbpedia.org/resource/Seattle","2006-07-22","24","71"
"http://dbpedia.org/resource/Cal_Anderson","http://dbpedia.org/resource/Seattle","1995-08-04","7","33"
"http://dbpedia.org/resource/Charles_W._Turner_(attorney)","http://dbpedia.org/resource/Seattle","1907-01-07","-1","-1"
"http://dbpedia.org/resource/Dāvids_Veiss","http://dbpedia.org/resource/Minneapolis","1961-06-15","-1","-1"
"http://dbpedia.org/resource/Gene_Kiniski","http://dbpedia.org/resource/Blaine","_Washington","2010-04-14","116","188"
"http://dbpedia.org/resource/Harry_Ostdiek","http://dbpedia.org/resource/Minneapolis","1956-05-06","9","62"
"http://dbpedia.org/resource/Richard_F._Kneip","http://dbpedia.org/resource/Sioux_Falls","_South_Dakota","1987-03-09","30","103"
"http://dbpedia.org/resource/Seth_Morehead","http://dbpedia.org/resource/Shreveport","_Louisiana","2006-01-17","15","69"
"http://dbpedia.org/resource/Marion_Zioncheck","http://dbpedia.org/resource/Seattle","1936-08-07","29","70"
"http://dbpedia.org/resource/Joe_Hall","http://dbpedia.org/resource/Seattle","1919-04-05","52","116"
"http://dbpedia.org/resource/Mia_Zapata","http://dbpedia.org/resource/Seattle","1993-07-07","35","114"
"http://dbpedia.org/resource/Daniel_Wood_(Mormon_pioneer)","http://dbpedia.org/resource/Woods_Cross","_Utah","1892-04-15","5","29"
"http://dbpedia.org/resource/George_A._Lundberg","http://dbpedia.org/resource/Seattle","1966-04-14","12","77"
"http://dbpedia.org/resource/Joel_Rosenberg_(science_fiction_author)","http://dbpedia.org/resource/Minneapolis","2011-06-02","35","153"
"http://dbpedia.org/resource/Maarten_de_Wit","http://dbpedia.org/resource/Zaandam","1955-03-30","10","24"
"http://dbpedia.org/resource/Nebojša_Zlatarić","http://dbpedia.org/resource/Šabac","2014-11-22","14","64"
"http://dbpedia.org/resource/William_Watts_Folwell","http://dbpedia.org/resource/Minneapolis","1929-09-17","16","36"
"http://dbpedia.org/resource/Charles_L._Dering","http://dbpedia.org/resource/Portage","_Wisconsin","1921-04-10","-1","-1"
"http://dbpedia.org/resource/Ford_Quint_Elvidge","http://dbpedia.org/resource/Seattle","1980-07-14","25","47"
"http://dbpedia.org/resource/Grizzly_Smith","http://dbpedia.org/resource/Amarillo","_Texas","2010-06-12","31","83"
"http://dbpedia.org/resource/H._Welborn_Ayres","http://dbpedia.org/resource/Shreveport","_Louisiana","1985-05-14","13","91"
"http://dbpedia.org/resource/Ivar_Haglund","http://dbpedia.org/resource/Seattle","1985-01-30","23","50"
"http://dbpedia.org/resource/John_Kobs","http://dbpedia.org/resource/East_Lansing","_Michigan","1968-01-26","9","69"
"http://dbpedia.org/resource/Regina_Carrol","http://dbpedia.org/resource/St._George","_Utah","1992-11-04","25","48"
"http://dbpedia.org/resource/Art_McLarney","http://dbpedia.org/resource/Seattle","1984-12-20","14","166"
"http://dbpedia.org/resource/Bill_Henry","http://dbpedia.org/resource/Round_Rock","_Texas","2014-04-11","47","97"
"http://dbpedia.org/resource/Blago_Zadro","http://dbpedia.org/resource/Borovo_Naselje","1991-10-16","10","53"
"http://dbpedia.org/resource/Charles_W._Henney","http://dbpedia.org/resource/Portage","_Wisconsin","1969-11-16","24","53"
"http://dbpedia.org/resource/Deedee_Corradini","http://dbpedia.org/resource/Park_City","_Utah","2015-03-01","15","88"
"http://dbpedia.org/resource/Edward_Leo_Krumpelmann","http://dbpedia.org/resource/Minneapolis","1975-06-23","7","94"
"http://dbpedia.org/resource/Frank_Page_(broadcaster)","http://dbpedia.org/resource/Shreveport","_Louisiana","2013-01-09","-1","-1"
"http://dbpedia.org/resource/Garnie_W._McGinty","http://dbpedia.org/resource/Shreveport","_Louisiana","1984","23","126"
"http://dbpedia.org/resource/Garnie_W._McGinty","http://dbpedia.org/resource/Shreveport","_Louisiana","1984-04-22","23","126"
"http://dbpedia.org/resource/Harry_Givan","http://dbpedia.org/resource/Seattle","1999-12-16","7","31"
"http://dbpedia.org/resource/John_S._Kyser","http://dbpedia.org/resource/Shreveport","_Louisiana","1975-07-14","15","107"
"http://dbpedia.org/resource/John_Vallone","http://dbpedia.org/resource/Park_City","_Utah","2004-03-15","7","35"
"http://dbpedia.org/resource/Paul_Giel","http://dbpedia.org/resource/Minneapolis","2002-05-22","39","86"
"http://dbpedia.org/resource/Perry_Werden","http://dbpedia.org/resource/Minneapolis","1934-01-09","28","96"
"http://dbpedia.org/resource/Sydir_Bily","http://dbpedia.org/resource/Ochakiv","1788-06-20","6","29"
"http://dbpedia.org/resource/Vic_Saier","http://dbpedia.org/resource/East_Lansing","_Michigan","1967-05-14","19","50"
"http://dbpedia.org/resource/Robert_B._Evans","http://dbpedia.org/resource/Grosse_Pointe_Shores","_Michigan","1998-08-17","9","42"
"http://dbpedia.org/resource/Adelaide_Lambert","http://dbpedia.org/resource/Bremerton","_Washington","1996-04-17","8","37"
"http://dbpedia.org/resource/Kamekichi_Tokita","http://dbpedia.org/resource/Seattle","1948","-1","-1"
"http://dbpedia.org/resource/David_T._Caldwell","http://dbpedia.org/resource/Shreveport","_Louisiana","1993-05-07","10","97"
"http://dbpedia.org/resource/Edward_L._Kessel","http://dbpedia.org/resource/Milwaukie","_Oregon","1997-09-30","6","67"
"http://dbpedia.org/resource/Jimmy_Gleason","http://dbpedia.org/resource/Syracuse","_New_York","1931-09-12","11","31"
"http://dbpedia.org/resource/Emil_Sick","http://dbpedia.org/resource/Seattle","1964-11-10","11","87"
"http://dbpedia.org/resource/Robert_W._Ward","http://dbpedia.org/resource/Seattle","1997-04-03","14","70"
"http://dbpedia.org/resource/Charles_T._Cross","http://dbpedia.org/resource/Seattle","2008-11-03","9","65"
"http://dbpedia.org/resource/Mack_Reynolds_(American_football)","http://dbpedia.org/resource/Shreveport","_Louisiana","1991-09-08","13","49"
"http://dbpedia.org/resource/Dick_Farman","http://dbpedia.org/resource/Seattle","2002-05-05","6","41"
"http://dbpedia.org/resource/W._Winfred_Moore","http://dbpedia.org/resource/Amarillo","_Texas","2015-05-08","15","126"
"http://dbpedia.org/resource/Spencer_Harris","http://dbpedia.org/resource/Minneapolis","1982-07-03","19","44"
"http://dbpedia.org/resource/T._M._Chidambara_Ragunathan","http://dbpedia.org/resource/Palayamkottai","2001-12-31","6","70"
"http://dbpedia.org/resource/Harry_Matuzak","http://dbpedia.org/resource/Fairhope","_Alabama","1978-11-16","6","45"
"http://dbpedia.org/resource/Birgitta_Moran_Farmer","http://dbpedia.org/resource/Syracuse","_New_York","1939","-1","-1"
"http://dbpedia.org/resource/Charles_H._Flummerfelt","http://dbpedia.org/resource/Seattle","1931-09-10","-1","-1"
"http://dbpedia.org/resource/Ismail_Sulemanji_Khatri","http://dbpedia.org/resource/Bagh","_Dhar","2014-04-28","-1","-1"
"http://dbpedia.org/resource/E._E._Seevers","http://dbpedia.org/resource/Sedro-Woolley","_Washington","1927-05-28","-1","-1"
"http://dbpedia.org/resource/Edward_C._Finch","http://dbpedia.org/resource/Seattle","1933-09-25","-1","-1"
"http://dbpedia.org/resource/Gordon_Sandison","http://dbpedia.org/resource/Port_Angeles","_Washington","1989-10-27","-1","-1"
"http://dbpedia.org/resource/Steve_Goodman","http://dbpedia.org/resource/Seattle","1984-09-20","218","167"
"http://dbpedia.org/resource/Walter_Houser_Brattain","http://dbpedia.org/resource/Seattle","1987-10-13","87","99"
"http://dbpedia.org/resource/Arthur_A._Denny","http://dbpedia.org/resource/Seattle","1899-01-09","40","73"
"http://dbpedia.org/resource/Joseph_Beal_Steere","http://dbpedia.org/resource/Ypsilanti","_Michigan","1940-12-07","28","49"
"http://dbpedia.org/resource/Otto_Lang_(film_producer)","http://dbpedia.org/resource/Seattle","2006-01-30","33","46"
"http://dbpedia.org/resource/Dean_McAdams","http://dbpedia.org/resource/Seattle","1996-01-10","-1","-1"
"http://dbpedia.org/resource/Donald_H._Magnuson","http://dbpedia.org/resource/Seattle","1979-10-05","30","69"
"http://dbpedia.org/resource/Efraim_Racker","http://dbpedia.org/resource/Syracuse","_New_York","1991-09-09","13","87"
"http://dbpedia.org/resource/Ellis_Johnson_(baseball)","http://dbpedia.org/resource/Minneapolis","1965-01-14","10","45"
"http://dbpedia.org/resource/Frederick_Corser","http://dbpedia.org/resource/Minneapolis","1924-09-23","13","31"
"http://dbpedia.org/resource/John_Harron","http://dbpedia.org/resource/Seattle","1939-11-24","47","36"
"http://dbpedia.org/resource/Nazim_Al-Haqqani","http://dbpedia.org/resource/North_Nicosia","2014-05-07","56","79"
"http://dbpedia.org/resource/Owen_A._Allred","http://dbpedia.org/resource/Bluffdale","_Utah","2005-02-14","11","39"
"http://dbpedia.org/resource/Ronald_Davis_(physician)","http://dbpedia.org/resource/East_Lansing","_Michigan","2008-11-06","9","68"
"http://dbpedia.org/resource/Ruffin_Pleasant","http://dbpedia.org/resource/Shreveport","_Louisiana","1937-09-12","30","106"
"http://dbpedia.org/resource/Sam_Neely","http://dbpedia.org/resource/Corpus_Christi","_Texas","2006-07-19","14","23"
"http://dbpedia.org/resource/Surjit_Bindrakhia","http://dbpedia.org/resource/Mohali","2003-11-17","26","44"
"http://dbpedia.org/resource/Teel_Bivins","http://dbpedia.org/resource/Amarillo","_Texas","2009-10-26","47","152"
"http://dbpedia.org/resource/Tim_Hendryx","http://dbpedia.org/resource/Corpus_Christi","_Texas","1957-08-14","19","79"
"http://dbpedia.org/resource/William_%22Billy%22_Nungesser","http://dbpedia.org/resource/Shreveport","_Louisiana","2006-01-21","-1","-1"
"http://dbpedia.org/resource/William_Frazer_(sport_shooter)","http://dbpedia.org/resource/Seattle","1963-08-17","4","21"
"http://dbpedia.org/resource/Ray_Oyler","http://dbpedia.org/resource/Seattle","1981-01-26","33","110"
"http://dbpedia.org/resource/Elias_W._Leavenworth","http://dbpedia.org/resource/Syracuse","_New_York","1887-11-25","30","71"
"http://dbpedia.org/resource/Keene_Curtis","http://dbpedia.org/resource/Bountiful","_Utah","2002-10-13","63","143"
"http://dbpedia.org/resource/Vilem_Sokol","http://dbpedia.org/resource/Seattle","2011-08-19","11","47"
"http://dbpedia.org/resource/Henry_Yesler","http://dbpedia.org/resource/Seattle","1892-12-16","41","66"
"http://dbpedia.org/resource/John_H._Terry","http://dbpedia.org/resource/Syracuse","_New_York","2001-10-20","17","69"
"http://dbpedia.org/resource/Edward_McMichael","http://dbpedia.org/resource/Seattle","0003","9","46"
"http://dbpedia.org/resource/John_Torrence_Tate","_Sr.","http://dbpedia.org/resource/Minneapolis","1950-05-27","5","66"
"http://dbpedia.org/resource/Wayne_Sutton","http://dbpedia.org/resource/Seattle","1976","5","19"
"http://dbpedia.org/resource/Bill_Bailey_(outfielder)","http://dbpedia.org/resource/Seattle","1967-10-27","7","57"
"http://dbpedia.org/resource/Foley_Martin","http://dbpedia.org/resource/Seattle","1923-12-09","-1","-1"
"http://dbpedia.org/resource/Z._B._Rawson","http://dbpedia.org/resource/Seattle","1928-06-29","-1","-1"
"http://dbpedia.org/resource/John_H._Eastman","http://dbpedia.org/resource/Shreveport","_Louisiana","1938-11-14","8","52"
"http://dbpedia.org/resource/Kathryn_Beare","http://dbpedia.org/resource/Syracuse","_New_York","1997-01-27","7","55"
"http://dbpedia.org/resource/Raleigh_Brown","http://dbpedia.org/resource/Abilene","_Texas","2009-05-23","5","90"
"http://dbpedia.org/resource/Steffi_Sidney","http://dbpedia.org/resource/Seattle","2010-02-22","3","26"
"http://dbpedia.org/resource/F._H._Luce","http://dbpedia.org/resource/Seattle","1937-02-01","8","22"
"http://dbpedia.org/resource/Sioux_K._Grigsby","http://dbpedia.org/resource/Sioux_Falls","_South_Dakota","1968-08-21","6","65"
"http://dbpedia.org/resource/Seth_Lewelling","http://dbpedia.org/resource/Milwaukie","_Oregon","1896","-1","-1"
"http://dbpedia.org/resource/Frank_Trechock","http://dbpedia.org/resource/Minneapolis","1989-01-16","5","27"
"http://dbpedia.org/resource/Archie_Parr","http://dbpedia.org/resource/Corpus_Christi","_Texas","1942-10-18","-1","-1"
"http://dbpedia.org/resource/Dave_Henderson","http://dbpedia.org/resource/Seattle","2015-12-27","91","109"
"http://dbpedia.org/resource/Frances_A._Genter","http://dbpedia.org/resource/Minneapolis","1992-11-24","53","55"
"http://dbpedia.org/resource/Paul_Land_(politician)","http://dbpedia.org/resource/Port_Angeles","_Washington","1919-03-01","-1","-1"
"http://dbpedia.org/resource/Samuel_Snider","http://dbpedia.org/resource/Minneapolis","1928-09-24","20","50"
"http://dbpedia.org/resource/Steve_Peek","http://dbpedia.org/resource/Syracuse","_New_York","1991-09-20","4","30"
"http://dbpedia.org/resource/Virginia_Shehee","http://dbpedia.org/resource/Shreveport","_Louisiana","2015-07-06","26","64"
"http://dbpedia.org/resource/Wesley_Wehr","http://dbpedia.org/resource/Seattle","2004-04-12","-1","-1"
"http://dbpedia.org/resource/William_Lochren","http://dbpedia.org/resource/Minneapolis","1912-01-27","2","37"
"http://dbpedia.org/resource/Emil_Frisk","http://dbpedia.org/resource/Seattle","1922-01-27","10","78"
"http://dbpedia.org/resource/Gunnar_B._Stickler","http://dbpedia.org/resource/Minneapolis","2010-11-04","5","46"
"http://dbpedia.org/resource/Richard_Foster_(Alaska_politician)","http://dbpedia.org/resource/Seattle","2009-10-13","17","55"
"http://dbpedia.org/resource/Angus_McMillan","http://dbpedia.org/resource/Bairnsdale","1865-05-18","31","57"
"http://dbpedia.org/resource/Bob_Shawkey","http://dbpedia.org/resource/Syracuse","_New_York","1980-12-31","73","70"
"http://dbpedia.org/resource/Donn_Clendenon","http://dbpedia.org/resource/Sioux_Falls","_South_Dakota","2005-09-27","56","151"
"http://dbpedia.org/resource/Dorothy_Provine","http://dbpedia.org/resource/Bremerton","_Washington","2010-04-25","85","122"
"http://dbpedia.org/resource/Charles_Newton_(American_football)","http://dbpedia.org/resource/Seattle","1994-04-05","8","35"
"http://dbpedia.org/resource/Charles_A._Schoeneck","_Jr.","http://dbpedia.org/resource/Syracuse","_New_York","1989-08-19","-1","-1"
"http://dbpedia.org/resource/Charles_Nolte","http://dbpedia.org/resource/Minneapolis","2010-01-14","11","59"
"http://dbpedia.org/resource/Frank_Dasso","http://dbpedia.org/resource/Seattle","2009-06-08","12","72"
"http://dbpedia.org/resource/Glen_Gainer","_Jr.","http://dbpedia.org/resource/Parkersburg","_West_Virginia","2009-09-08","-1","-1"
"http://dbpedia.org/resource/Henry_Wood_Elliott","http://dbpedia.org/resource/Seattle","1930-05-25","6","26"
"http://dbpedia.org/resource/Irv_Higginbotham","http://dbpedia.org/resource/Seattle","1959-06-12","9","58"
"http://dbpedia.org/resource/Irv_Higginbotham","http://dbpedia.org/resource/Seattle","1959-06-13","9","58"
"http://dbpedia.org/resource/John_J._Doles","http://dbpedia.org/resource/Shreveport","_Louisiana","1970-09-14","19","149"
"http://dbpedia.org/resource/John_J._Doles","http://dbpedia.org/resource/Shreveport","_Louisiana","2004-04-16","19","149"
"http://dbpedia.org/resource/Michael_Ross_(Washington_politician)","http://dbpedia.org/resource/Seattle","2007-08-21","-1","-1"
"http://dbpedia.org/resource/Otto_Drescher","http://dbpedia.org/resource/Klaipėda","1944-08-13","5","96"
"http://dbpedia.org/resource/Peter_G._Van_Winkle","http://dbpedia.org/resource/Parkersburg","_West_Virginia","1872-04-15","29","78"
"http://dbpedia.org/resource/Rube_Schauer","http://dbpedia.org/resource/Minneapolis","1957-04-15","11","53"
"http://dbpedia.org/resource/Russell_Lewis_(American_football)","http://dbpedia.org/resource/Abilene","_Texas","1966-10-19","4","16"
"http://dbpedia.org/resource/Showboat_Fisher","http://dbpedia.org/resource/St._Cloud","_Minnesota","1994-05-15","14","47"
"http://dbpedia.org/resource/Vincent_Sarich","http://dbpedia.org/resource/Seattle","2013-12-12","24","57"
"http://dbpedia.org/resource/Tomas_Young","http://dbpedia.org/resource/Seattle","2014-11-10","8","31"
"http://dbpedia.org/resource/Jeff_Barrett","http://dbpedia.org/resource/Corpus_Christi","_Texas","1970-02-15","4","25"
"http://dbpedia.org/resource/Solomon_Ferris","http://dbpedia.org/resource/Port_Royal","1803","-1","-1"
"http://dbpedia.org/resource/Jack_Neagle","http://dbpedia.org/resource/Syracuse","_New_York","1904-09-20","13","59"
"http://dbpedia.org/resource/Richard_H._Cosgriff","http://dbpedia.org/resource/Chippewa_Falls","_Wisconsin","1910-11-02","16","77"
"http://dbpedia.org/resource/Patrick_H._Landergin","http://dbpedia.org/resource/Amarillo","_Texas","1929-03-04","-1","-1"
"http://dbpedia.org/resource/Lewis_Sperry_Chafer","http://dbpedia.org/resource/Seattle","1952-08-22","20","79"
"http://dbpedia.org/resource/Alan_Entwistle","http://dbpedia.org/resource/Seattle","1996-03-28","6","37"
"http://dbpedia.org/resource/Edward_J._Gearty","http://dbpedia.org/resource/Minneapolis","2009-09-25","8","41"
"http://dbpedia.org/resource/Everett_Bidwell","http://dbpedia.org/resource/Portage","_Wisconsin","1991-01-07","9","60"
"http://dbpedia.org/resource/Guy_Potter_Benton","http://dbpedia.org/resource/Minneapolis","1927-06-29","13","63"
"http://dbpedia.org/resource/Lawrence_James_Beck","http://dbpedia.org/resource/Seattle","1994-03-27","-1","-1"
"http://dbpedia.org/resource/Lew_Carpenter","http://dbpedia.org/resource/New_Braunfels","_Texas","2010-11-14","27","207"
"http://dbpedia.org/resource/Monte_J._Brough","http://dbpedia.org/resource/Kaysville","_Utah","2011-09-20","10","68"
"http://dbpedia.org/resource/Walter_G._Ronald","http://dbpedia.org/resource/Seattle","1936-05-31","-1","-1"
"http://dbpedia.org/resource/Hub_Northen","http://dbpedia.org/resource/Shreveport","_Louisiana","1947-10-01","10","74"
"http://dbpedia.org/resource/Kamala_Sinha","http://dbpedia.org/resource/Syracuse","_New_York","2014-12-31","-1","-1"
"http://dbpedia.org/resource/Paul_W._Houser","http://dbpedia.org/resource/Seattle","1942-06-17","-1","-1"
"http://dbpedia.org/resource/Yip_Owens","http://dbpedia.org/resource/Minneapolis","1958-07-02","17","56"
"http://dbpedia.org/resource/Byron_M._Cutcheon","http://dbpedia.org/resource/Ypsilanti","_Michigan","1908-04-12","34","118"
"http://dbpedia.org/resource/Laura_Canales","http://dbpedia.org/resource/Corpus_Christi","_Texas","2005-04-16","9","63"
"http://dbpedia.org/resource/Bert_Baston","http://dbpedia.org/resource/St._Cloud","_Minnesota","1979-11-16","10","27"
"http://dbpedia.org/resource/Gabriel_P._Disosway","http://dbpedia.org/resource/Shreveport","_Louisiana","2001-02-23","14","97"
"http://dbpedia.org/resource/Tom_Shevlin","http://dbpedia.org/resource/Minneapolis","1915-12-29","9","62"
"http://dbpedia.org/resource/Minnie_Two_Shoes","http://dbpedia.org/resource/Minneapolis","2010","1","49"
"http://dbpedia.org/resource/Minnie_Two_Shoes","http://dbpedia.org/resource/Minneapolis","2010-04-09","1","49"
"http://dbpedia.org/resource/Philippe_Thoby-Marcelin","http://dbpedia.org/resource/Syracuse","_New_York","1975-08-13","-1","-1"
"http://dbpedia.org/resource/Nicolas_Huỳnh_Văn_Nghi","http://dbpedia.org/resource/Phan_Thiết","2015-05-06","-1","-1"
"http://dbpedia.org/resource/Curt_Brasket","http://dbpedia.org/resource/Minneapolis","2014-01-24","-1","-1"
"http://dbpedia.org/resource/Allen_Munroe","http://dbpedia.org/resource/Syracuse","_New_York","1884-10-06","14","61"
"http://dbpedia.org/resource/Billy_McCormack_(Louisiana_pastor)","http://dbpedia.org/resource/Shreveport","_Louisiana","2012-05-31","-1","-1"
"http://dbpedia.org/resource/Eugene_Eason","http://dbpedia.org/resource/Shreveport","_Louisiana","2007-03-25","12","109"
"http://dbpedia.org/resource/Harry_Davis_(1930s_first_baseman)","http://dbpedia.org/resource/Shreveport","_Louisiana","1997-03-03","17","70"
"http://dbpedia.org/resource/Jack_Wilson_(pitcher)","http://dbpedia.org/resource/Edmonds","_Washington","1995-04-19","23","70"
"http://dbpedia.org/resource/James_Allen_(U.S._Senator)","http://dbpedia.org/resource/Gulf_Shores","_Alabama","1978-06-01","61","113"
"http://dbpedia.org/resource/James_W._Rodgers","http://dbpedia.org/resource/Draper","_Utah","1960-03-30","10","86"
"http://dbpedia.org/resource/Jim_Doyle_(baseball)","http://dbpedia.org/resource/Syracuse","_New_York","1912-02-01","13","44"
"http://dbpedia.org/resource/John_Martin_(businessman)","http://dbpedia.org/resource/Minneapolis","1905","5","41"
"http://dbpedia.org/resource/John_T._Scopes","http://dbpedia.org/resource/Shreveport","_Louisiana","1970-10-21","72","69"
"http://dbpedia.org/resource/LeConte_Stewart","http://dbpedia.org/resource/Kaysville","_Utah","1990-06-06","15","66"
"http://dbpedia.org/resource/Otto_Schmitt","http://dbpedia.org/resource/Minneapolis","1998-01-06","16","47"
"http://dbpedia.org/resource/William_Thomas_Ponder","http://dbpedia.org/resource/Amarillo","_Texas","1947-02-27","-1","-1"
"http://dbpedia.org/resource/Edsel_Ford","http://dbpedia.org/resource/Grosse_Pointe_Shores","_Michigan","1943-05-26","120","115"
"http://dbpedia.org/resource/John_Bell_Williams","http://dbpedia.org/resource/Brandon","_Mississippi","1983-03-25","67","124"
"http://dbpedia.org/resource/Orville_Freeman","http://dbpedia.org/resource/Minneapolis","2003-02-20","108","145"
"http://dbpedia.org/resource/Elmer_L._Andersen","http://dbpedia.org/resource/Minneapolis","2004-11-15","53","65"
"http://dbpedia.org/resource/Horace_Austin","http://dbpedia.org/resource/Minneapolis","1905-11-02","20","38"
"http://dbpedia.org/resource/John_M._Ford","http://dbpedia.org/resource/Minneapolis","2006-09-25","89","175"
"http://dbpedia.org/resource/John_S._Pillsbury","http://dbpedia.org/resource/Minneapolis","1901-10-18","57","63"
"http://dbpedia.org/resource/Joseph_A._A._Burnquist","http://dbpedia.org/resource/Minneapolis","1961-01-12","61","81"
"http://dbpedia.org/resource/Lucius_Frederick_Hubbard","http://dbpedia.org/resource/Minneapolis","1913-02-05","31","49"
"http://dbpedia.org/resource/Muriel_Humphrey_Brown","http://dbpedia.org/resource/Minneapolis","1998-09-20","60","77"
"http://dbpedia.org/resource/Ralph_Rapson","http://dbpedia.org/resource/Minneapolis","2008-03-29","34","82"
"http://dbpedia.org/resource/Rauf_Denktaş","http://dbpedia.org/resource/North_Nicosia","2012-01-13","111","136"
"http://dbpedia.org/resource/Avram_Davidson","http://dbpedia.org/resource/Bremerton","_Washington","1993-05-08","126","110"
"http://dbpedia.org/resource/Eduardo_Víctor_Haedo","http://dbpedia.org/resource/Punta_del_Este","1970-11-15","15","32"
"http://dbpedia.org/resource/Thomas_Bullock_(Mormon)","http://dbpedia.org/resource/Coalville","_Utah","1885-02-10","12","63"
"http://dbpedia.org/resource/Vernon_Bellecourt","http://dbpedia.org/resource/Minneapolis","2007-10-13","20","73"
"http://dbpedia.org/resource/Bob_Blewett","http://dbpedia.org/resource/Sedro-Woolley","_Washington","1958-03-17","7","54"
"http://dbpedia.org/resource/Elizabeth_Cotten","http://dbpedia.org/resource/Syracuse","_New_York","1987-06-29","71","107"
"http://dbpedia.org/resource/Frank_H._Hiscock","http://dbpedia.org/resource/Syracuse","_New_York","1946-07-02","36","70"
"http://dbpedia.org/resource/Jock_Mahoney","http://dbpedia.org/resource/Bremerton","_Washington","1989-12-14","139","126"
"http://dbpedia.org/resource/Jock_Mahoney","http://dbpedia.org/resource/Bremerton","_Washington","1989-12-15","139","126"
"http://dbpedia.org/resource/Mike_Kelley_(baseball)","http://dbpedia.org/resource/Minneapolis","1955-06-06","15","84"
"http://dbpedia.org/resource/Monroe_Sweetland","http://dbpedia.org/resource/Milwaukie","_Oregon","2006-09-10","7","94"
"http://dbpedia.org/resource/Rupert_Peyton","http://dbpedia.org/resource/Shreveport","_Louisiana","1982-10-19","15","95"
"http://dbpedia.org/resource/Rupert_Peyton","http://dbpedia.org/resource/Shreveport","_Louisiana","1982-10-20","15","95"
"http://dbpedia.org/resource/George_D._Watt","http://dbpedia.org/resource/Kaysville","_Utah","1881-10-24","12","85"
"http://dbpedia.org/resource/Dory_Funk","http://dbpedia.org/resource/Amarillo","_Texas","1973-06-03","72","59"
"http://dbpedia.org/resource/Joseph_L._Wirthlin","http://dbpedia.org/resource/St._George","_Utah","1963-01-25","16","69"
