"person","timePeriod","office","from","to","dbin","dbout"
"http://dbpedia.org/resource/Abdul_Rahim_Ghafoorzai","http://dbpedia.org/resource/Abdul_Rahim_Ghafoorzai__1","Prime Minister of the Northern Alliance","1997-08-11","1997-08-21","15","41"
"http://dbpedia.org/resource/Janet_Jagan","http://dbpedia.org/resource/Janet_Jagan__2","Prime Minister of Guyana","1997-03-17","1997-12-19","58","104"
"http://dbpedia.org/resource/Adrien_Houngbédji","http://dbpedia.org/resource/Adrien_Houngbédji__1","Prime Minister of Benin","1996-04-09","1998-05-14","29","43"
"http://dbpedia.org/resource/Farid_Mukhametshin","http://dbpedia.org/resource/Farid_Mukhametshin__1","Prime Minister of Tatarstan","1995-01-16","1998-05-28","8","24"
"http://dbpedia.org/resource/Andris_Šķēle","http://dbpedia.org/resource/Andris_Šķēle__1","Prime Minister of Latvia","1995-12-21","1997-08-06","44","25"
"http://dbpedia.org/resource/John_Giheno","http://dbpedia.org/resource/John_Giheno__1","Prime Minister of Papua New Guinea","1997-03-27","1997-06-02","9","40"
"http://dbpedia.org/resource/John_Major","http://dbpedia.org/resource/John_Major__1","Prime Minister of the United Kingdom","1990-11-28","1997-05-02","1237","446"
"http://dbpedia.org/resource/Likulia_Bolongo","http://dbpedia.org/resource/Likulia_Bolongo__1","Prime Minister of Zaire","1997-04-09","1997-05-16","-1","-1"
"http://dbpedia.org/resource/Ryutaro_Hashimoto","http://dbpedia.org/resource/Ryutaro_Hashimoto__1","Prime Minister of Japan","1996-01-11","1998-07-30","142","84"
"http://dbpedia.org/resource/Sergey_Kiriyenko","http://dbpedia.org/resource/Sergey_Kiriyenko__1","Prime Minister of Russia","1998-03-23","1998-08-23","71","96"
"http://dbpedia.org/resource/Sitiveni_Rabuka","http://dbpedia.org/resource/Sitiveni_Rabuka__2","Prime Minister of Fiji","1992-06-02","1999-05-19","133","192"
"http://dbpedia.org/resource/Mart_Siimann","http://dbpedia.org/resource/Mart_Siimann__1","Prime Minister of Estonia","1997-03-17","1999-03-25","22","23"
"http://dbpedia.org/resource/Bikenibeu_Paeniu","http://dbpedia.org/resource/Bikenibeu_Paeniu__1","Prime Minister of Tuvalu","1996-12-24","1999-04-27","52","58"
"http://dbpedia.org/resource/Guntars_Krasts","http://dbpedia.org/resource/Guntars_Krasts__1","Prime Minister of Latvia","1997-08-07","1998-11-26","23","58"
"http://dbpedia.org/resource/Abdelsalam_al-Majali","http://dbpedia.org/resource/Abdelsalam_al-Majali__1","Prime Minister of Jordan","1997-03-19","1998-08-20","34","82"
"http://dbpedia.org/resource/Armen_Darbinyan","http://dbpedia.org/resource/Armen_Darbinyan__1","Prime Minister of Armenia","1998-04-10","1999-06-11","19","34"
"http://dbpedia.org/resource/Gerhard_Schröder","http://dbpedia.org/resource/Gerhard_Schröder__4","Prime Minister of Lower Saxony","1990-06-21","1998-10-27","478","236"
"http://dbpedia.org/resource/Donald_Kalpokas","http://dbpedia.org/resource/Donald_Kalpokas__1","Prime Minister of Vanuatu","1998-03-30","1999-11-25","29","30"
"http://dbpedia.org/resource/Aram_Sargsyan","http://dbpedia.org/resource/Aram_Sargsyan__1","Prime Minister of Armenia","1999-11-03","2000-05-02","33","32"
"http://dbpedia.org/resource/Vazgen_Sargsyan","http://dbpedia.org/resource/Vazgen_Sargsyan__1","Prime Minister of Armenia","1999-06-11","1999-10-27","59","120"
"http://dbpedia.org/resource/Bharrat_Jagdeo","http://dbpedia.org/resource/Bharrat_Jagdeo__2","Prime Minister of Guyana","1999-08-09","1999-08-11","83","82"
"http://dbpedia.org/resource/Bill_Skate","http://dbpedia.org/resource/Bill_Skate__1","Prime Minister of Papua New Guinea","1997-07-22","1999-07-14","42","51"
"http://dbpedia.org/resource/Jean-Luc_Dehaene","http://dbpedia.org/resource/Jean-Luc_Dehaene__1","Prime Minister of Belgium","1992-03-07","1999-07-12","102","86"
"http://dbpedia.org/resource/Keizō_Obuchi","http://dbpedia.org/resource/Keizō_Obuchi__1","Prime Minister of Japan","1998-07-30","2000-04-05","123","97"
"http://dbpedia.org/resource/Mahendra_Chaudhry","http://dbpedia.org/resource/Mahendra_Chaudhry__1","Prime Minister of Fiji","1999-05-19","2000-05-27","208","196"
"http://dbpedia.org/resource/Sergei_Stepashin","http://dbpedia.org/resource/Sergei_Stepashin__1","Prime Minister of Russia","1999-05-12","1999-08-09","74","128"
"http://dbpedia.org/resource/Sergei_Bagapsh","http://dbpedia.org/resource/Sergei_Bagapsh__2","Prime Minister of Abkhazia","1997-04-29","1999-12-20","162","103"
"http://dbpedia.org/resource/Radu_Vasile","http://dbpedia.org/resource/Radu_Vasile__1","Prime Minister of Romania","1998-04-17","1999-12-13","60","50"
"http://dbpedia.org/resource/Carlos_Veiga","http://dbpedia.org/resource/Carlos_Veiga__1","Prime Minister of Cape Verde","1991-04-04","2000-07-29","36","22"
"http://dbpedia.org/resource/Ibrahim_Boubacar_Keïta","http://dbpedia.org/resource/Ibrahim_Boubacar_Keïta__2","Prime Minister of Mali","1994-02-04","2000-02-15","51","106"
"http://dbpedia.org/resource/Gerhard_Glogowski","http://dbpedia.org/resource/Gerhard_Glogowski__1","Prime Minister of Lower Saxony","1998-10-28","1999-11-26","15","41"
"http://dbpedia.org/resource/Abdelraouf_al-Rawabdeh","http://dbpedia.org/resource/Abdelraouf_al-Rawabdeh__2","Prime Minister of Jordan","1999-03-04","2000-06-19","25","61"
"http://dbpedia.org/resource/Andris_Šķēle","http://dbpedia.org/resource/Andris_Šķēle__2","Prime Minister of Latvia","1999-07-16","2000-05-05","44","25"
"http://dbpedia.org/resource/Sergey_Ling","http://dbpedia.org/resource/Sergey_Ling__1","Prime Minister of Belarus","1996-11-11","2000-02-18","-1","-1"
"http://dbpedia.org/resource/Zhirayr_Poghosyan","http://dbpedia.org/resource/Zhirayr_Poghosyan__1","Prime Minister of Nagorno-Karabakh","1998-06-15","1999-06-30","8","20"
"http://dbpedia.org/resource/Ionatana_Ionatana","http://dbpedia.org/resource/Ionatana_Ionatana__1","Prime Minister of Tuvalu","1999-04-27","2000-12-08","27","42"
"http://dbpedia.org/resource/Rolandas_Paksas","http://dbpedia.org/resource/Rolandas_Paksas__2","Prime Minister of Lithuania","2000-10-26","2001-06-20","73","113"
"http://dbpedia.org/resource/Yoshirō_Mori","http://dbpedia.org/resource/Yoshirō_Mori__1","Prime Minister of Japan","2000-04-05","2001-04-26","129","152"
"http://dbpedia.org/resource/Tevita_Momoedonu","http://dbpedia.org/resource/Tevita_Momoedonu__1","Prime Minister of Fiji","2001-03-14","2001-03-16","34","89"
"http://dbpedia.org/resource/Sisavath_Keobounphanh","http://dbpedia.org/resource/Sisavath_Keobounphanh__1","Prime Minister of Laos","1998-02-24","2001-03-27","26","25"
"http://dbpedia.org/resource/Anicet-Georges_Dologuélé","http://dbpedia.org/resource/Anicet-Georges_Dologuélé__1","Prime Minister of the Central African Republic","1999-01-04","2001-04-01","13","19"
"http://dbpedia.org/resource/Ali_Khalif_Galaydh","http://dbpedia.org/resource/Ali_Khalif_Galaydh__3","Prime Minister of Somalia","2000-10-08","2001-10-28","23","55"
"http://dbpedia.org/resource/Vladimir_Yermoshin","http://dbpedia.org/resource/Vladimir_Yermoshin__1","Prime Minister of Belarus","2000-02-18","2001-10-01","14","11"
"http://dbpedia.org/resource/Faimalaga_Luka","http://dbpedia.org/resource/Faimalaga_Luka__2","Prime Minister of Tuvalu","2001-02-24","2001-12-13","34","56"
"http://dbpedia.org/resource/Poul_Nyrup_Rasmussen","http://dbpedia.org/resource/Poul_Nyrup_Rasmussen__1","Prime Minister of Denmark","1993-01-25","2001-11-27","127","110"
"http://dbpedia.org/resource/Filip_Vujanović","http://dbpedia.org/resource/Filip_Vujanović__2","Prime Minister of Montenegro","1998-02-05","2002-11-05","109","85"
"http://dbpedia.org/resource/Jerzy_Buzek","http://dbpedia.org/resource/Jerzy_Buzek__2","Prime Minister of Poland","1997-10-31","2001-10-19","193","163"
"http://dbpedia.org/resource/Ali_Abu_al-Ragheb","http://dbpedia.org/resource/Ali_Abu_al-Ragheb__3","Prime Minister of Jordan","2000-06-19","2002-01-14","28","69"
"http://dbpedia.org/resource/Evaristo_Carvalho","http://dbpedia.org/resource/Evaristo_Carvalho__1","Prime Minister of São Tomé and Príncipe","2001-09-26","2002-03-28","32","40"
"http://dbpedia.org/resource/Mame_Madior_Boye","http://dbpedia.org/resource/Mame_Madior_Boye__1","Prime Minister of Senegal","2001-03-03","2002-11-04","30","43"
"http://dbpedia.org/resource/Andris_Bērziņš_(Latvian_Prime_Minister)","http://dbpedia.org/resource/Andris_Bērziņš_(Latvian_Prime_Minister)__1","Prime Minister of Latvia","2000-05-05","2002-11-07","37","37"
"http://dbpedia.org/resource/Wim_Kok","http://dbpedia.org/resource/Wim_Kok__1","Prime Minister of the Netherlands","1994-08-22","2002-07-22","195","215"
"http://dbpedia.org/resource/Koloa_Talake","http://dbpedia.org/resource/Koloa_Talake__1","Prime Minister of Tuvalu","2001-12-14","2002-08-02","22","42"
"http://dbpedia.org/resource/Martin_Raguž","http://dbpedia.org/resource/Martin_Raguž__1","Prime Minister of Bosnia and Herzegovina","2000-10-18","2001-08-22","-1","-1"
"http://dbpedia.org/resource/Ali_Benflis","http://dbpedia.org/resource/Ali_Benflis__1","Prime Minister of Algeria","2000-08-27","2003-05-05","24","21"
"http://dbpedia.org/resource/Anneli_Jäätteenmäki","http://dbpedia.org/resource/Anneli_Jäätteenmäki__2","Prime Minister of Finland","2003-04-17","2003-06-24","69","98"
"http://dbpedia.org/resource/Siim_Kallas","http://dbpedia.org/resource/Siim_Kallas__3","Prime Minister of Estonia","2002-01-28","2003-04-10","87","121"
"http://dbpedia.org/resource/Abdullah_Gül","http://dbpedia.org/resource/Abdullah_Gül__2","Prime Minister of Turkey","2002-11-18","2003-03-14","296","199"
"http://dbpedia.org/resource/Anri_Jergenia","http://dbpedia.org/resource/Anri_Jergenia__1","Prime Minister of Abkhazia","2001-06-07","2002-11-29","19","68"
"http://dbpedia.org/resource/Gennadi_Gagulia","http://dbpedia.org/resource/Gennadi_Gagulia__2","Prime Minister of Abkhazia","2002-11-29","2003-04-08","-1","-1"
"http://dbpedia.org/resource/Sigmar_Gabriel","http://dbpedia.org/resource/Sigmar_Gabriel__3","Prime Minister of Lower Saxony","1999-12-15","2003-03-04","53","59"
"http://dbpedia.org/resource/Paavo_Lipponen","http://dbpedia.org/resource/Paavo_Lipponen__1","Prime Minister of Finland","1995-04-13","2003-04-17","102","121"
"http://dbpedia.org/resource/Saddam_Hussein","http://dbpedia.org/resource/Saddam_Hussein__3","Prime Minister of Iraq","1994-05-29","2003-04-09","2729","469"
"http://dbpedia.org/resource/Than_Shwe","http://dbpedia.org/resource/Than_Shwe__3","Prime Minister of Burma","1992-04-23","2003-08-25","124","137"
"http://dbpedia.org/resource/Beatriz_Merino","http://dbpedia.org/resource/Beatriz_Merino__2","Prime Minister of Peru","2003-06-23","2003-12-15","18","72"
"http://dbpedia.org/resource/Branko_Crvenkovski","http://dbpedia.org/resource/Branko_Crvenkovski__2","Prime Minister of Macedonia","2002-11-01","2004-05-12","82","86"
"http://dbpedia.org/resource/Eddie_Fenech_Adami","http://dbpedia.org/resource/Eddie_Fenech_Adami__2","Prime Minister of Malta","1998-09-06","2004-03-23","142","114"
"http://dbpedia.org/resource/Einars_Repše","http://dbpedia.org/resource/Einars_Repše__1","Prime Minister of Latvia","2002-11-07","2004-03-09","51","74"
"http://dbpedia.org/resource/Ivica_Račan","http://dbpedia.org/resource/Ivica_Račan__1","Prime Minister of Croatia","2000-01-27","2003-12-23","138","152"
"http://dbpedia.org/resource/José_María_Aznar","http://dbpedia.org/resource/José_María_Aznar__1","Prime Minister of Spain","1996-05-04","2004-04-16","302","227"
"http://dbpedia.org/resource/Mahathir_Mohamad","http://dbpedia.org/resource/Mahathir_Mohamad__1","Prime Minister of Malaysia","1981-07-16","2003-10-31","539","363"
"http://dbpedia.org/resource/Mahmoud_Abbas","http://dbpedia.org/resource/Mahmoud_Abbas__2","Prime Minister of the Palestinian National Authority","2003-03-19","2003-09-06","482","172"
"http://dbpedia.org/resource/Mikhail_Kasyanov","http://dbpedia.org/resource/Mikhail_Kasyanov__1","Prime Minister of Russia","2000-05-07","2004-02-24","107","91"
"http://dbpedia.org/resource/Zafarullah_Khan_Jamali","http://dbpedia.org/resource/Zafarullah_Khan_Jamali__1","Prime Minister of Pakistan","2002-11-21","2004-06-26","112","234"
"http://dbpedia.org/resource/Ali_Abu_al-Ragheb","http://dbpedia.org/resource/Ali_Abu_al-Ragheb__1","Prime Minister of Jordan","2003-07-21","2003-10-22","28","69"
"http://dbpedia.org/resource/Ali_Abu_al-Ragheb","http://dbpedia.org/resource/Ali_Abu_al-Ragheb__2","Prime Minister of Jordan","2002-01-14","2003-07-20","28","69"
"http://dbpedia.org/resource/Atal_Bihari_Vajpayee","http://dbpedia.org/resource/Atal_Bihari_Vajpayee__1","Prime Minister of India","1998-03-19","2004-05-22","528","243"
"http://dbpedia.org/resource/Jean_Chrétien","http://dbpedia.org/resource/Jean_Chrétien__1","Prime Minister of Canada","1993-11-04","2003-12-12","1229","528"
"http://dbpedia.org/resource/Mehmet_Ali_Talat","http://dbpedia.org/resource/Mehmet_Ali_Talat__2","Prime Minister of de facto Turkish Republic of Northern Cyprus","2004-01-13","2005-04-24","67","76"
"http://dbpedia.org/resource/Adrian_Năstase","http://dbpedia.org/resource/Adrian_Năstase__1","Prime Minister of Romania","2000-12-28","2004-12-21","134","148"
"http://dbpedia.org/resource/Juhan_Parts","http://dbpedia.org/resource/Juhan_Parts__1","Prime Minister of Estonia","2003-04-10","2005-04-12","52","49"
"http://dbpedia.org/resource/Maria_das_Neves","http://dbpedia.org/resource/Maria_das_Neves__1","Prime Minister of São Tomé and Príncipe","2002-10-07","2004-09-18","25","56"
"http://dbpedia.org/resource/Saufatu_Sopoanga","http://dbpedia.org/resource/Saufatu_Sopoanga__1","Prime Minister of Tuvalu","2002-08-02","2004-08-27","35","51"
"http://dbpedia.org/resource/Raul_Khajimba","http://dbpedia.org/resource/Raul_Khajimba__3","Prime Minister of Abkhazia","2003-04-22","2004-10-06","-1","-1"
"http://dbpedia.org/resource/Chaudhry_Shujaat_Hussain","http://dbpedia.org/resource/Chaudhry_Shujaat_Hussain__2","Prime Minister of Pakistan","2004-06-30","2004-08-20","127","181"
"http://dbpedia.org/resource/Jean-Pierre_Raffarin","http://dbpedia.org/resource/Jean-Pierre_Raffarin__2","Prime Minister of France","2002-05-06","2005-05-31","184","147"
"http://dbpedia.org/resource/Marc_Forné_Molné","http://dbpedia.org/resource/Marc_Forné_Molné__1","Prime Minister of Andorra","1994-12-07","2005-05-27","53","52"
"http://dbpedia.org/resource/Mahinda_Rajapaksa","http://dbpedia.org/resource/Mahinda_Rajapaksa__2","Prime Minister of Sri Lanka","2004-04-06","2005-11-19","460","213"
"http://dbpedia.org/resource/Kurmanbek_Bakiyev","http://dbpedia.org/resource/Kurmanbek_Bakiyev__1","Prime Minister of Kyrgyzstan","2005-07-10","2005-08-15","132","114"
"http://dbpedia.org/resource/Maria_do_Carmo_Silveira","http://dbpedia.org/resource/Maria_do_Carmo_Silveira__1","Prime Minister of São Tomé and Príncipe","2005-06-08","2006-04-21","20","40"
"http://dbpedia.org/resource/Nechervan_Barzani","http://dbpedia.org/resource/Nechervan_Barzani__3","Prime Minister of Iraqi Kurdistan (KDP)","1999-12-20","2005-06-14","-1","-1"
"http://dbpedia.org/resource/Tsakhiagiin_Elbegdorj","http://dbpedia.org/resource/Tsakhiagiin_Elbegdorj__2","Prime Minister of Mongolia","2004-08-20","2006-01-13","133","142"
"http://dbpedia.org/resource/Ariel_Sharon","http://dbpedia.org/resource/Ariel_Sharon__1","Prime Minister of Israel","2001-03-07","2006-04-14","873","423"
"http://dbpedia.org/resource/Bounnhang_Vorachith","http://dbpedia.org/resource/Bounnhang_Vorachith__3","Prime Minister of Laos","2001-03-27","2006-06-08","41","35"
"http://dbpedia.org/resource/Khaleda_Zia","http://dbpedia.org/resource/Khaleda_Zia__2","Prime Minister of Bangladesh","2001-10-10","2006-10-29","228","165"
"http://dbpedia.org/resource/Laisenia_Qarase","http://dbpedia.org/resource/Laisenia_Qarase__1","Prime Minister of Fiji","2001-03-16","2006-12-05","233","268"
"http://dbpedia.org/resource/Mari_Alkatiri","http://dbpedia.org/resource/Mari_Alkatiri__1","Prime Minister of East Timor","2002-05-20","2006-06-26","66","66"
"http://dbpedia.org/resource/Mikuláš_Dzurinda","http://dbpedia.org/resource/Mikuláš_Dzurinda__2","Prime Minister of Slovakia","1998-10-30","2006-07-04","120","121"
"http://dbpedia.org/resource/Jona_Senilagakali","http://dbpedia.org/resource/Jona_Senilagakali__1","Prime Minister of Fiji","2006-12-05","2007-01-04","23","71"
"http://dbpedia.org/resource/Junichirō_Koizumi","http://dbpedia.org/resource/Junichirō_Koizumi__1","Prime Minister of Japan","2001-04-26","2006-09-26","-1","-1"
"http://dbpedia.org/resource/Anushavan_Danielyan","http://dbpedia.org/resource/Anushavan_Danielyan__1","Prime Minister of Nagorno-Karabakh","1999-06-30","2007-09-12","20","20"
"http://dbpedia.org/resource/Han_Myeong-sook","http://dbpedia.org/resource/Han_Myeong-sook__1","Prime Minister of South Korea","2006-04-19","2007-03-07","64","131"
"http://dbpedia.org/resource/Abdul_Qadir_Bajamal","http://dbpedia.org/resource/Abdul_Qadir_Bajamal__1","Prime Minister of Yemen","2001-03-31","2007-04-07","33","43"
"http://dbpedia.org/resource/Hama_Amadou","http://dbpedia.org/resource/Hama_Amadou__1","Prime Minister of Niger","2000-01-01","2007-06-07","64","76"
"http://dbpedia.org/resource/Macky_Sall","http://dbpedia.org/resource/Macky_Sall__2","Prime Minister of Senegal","2004-04-21","2007-06-19","78","85"
"http://dbpedia.org/resource/Tony_Blair","http://dbpedia.org/resource/Tony_Blair__1","Prime Minister of the United Kingdom","1997-05-02","2007-06-27","3232","542"
"http://dbpedia.org/resource/José_Ramos-Horta","http://dbpedia.org/resource/José_Ramos-Horta__2","Prime Minister of East Timor","2006-06-26","2007-05-19","202","174"
"http://dbpedia.org/resource/Estanislau_da_Silva","http://dbpedia.org/resource/Estanislau_da_Silva__1","Prime Minister of East Timor","2007-05-19","2007-08-08","25","54"
"http://dbpedia.org/resource/Han_Duck-soo","http://dbpedia.org/resource/Han_Duck-soo__1","Prime Minister of South Korea","2007-04-02","2008-02-29","41","69"
"http://dbpedia.org/resource/Jarosław_Kaczyński","http://dbpedia.org/resource/Jarosław_Kaczyński__1","Prime Minister of Poland","2006-07-14","2007-11-16","195","137"
"http://dbpedia.org/resource/Shaukat_Aziz","http://dbpedia.org/resource/Shaukat_Aziz__1","Prime Minister of Pakistan","2004-08-20","2007-11-15","210","312"
"http://dbpedia.org/resource/Zurab_Noghaideli","http://dbpedia.org/resource/Zurab_Noghaideli__1","Prime Minister of Georgia","2005-02-17","2007-11-16","52","96"
"http://dbpedia.org/resource/Muhammad_Mian_Soomro","http://dbpedia.org/resource/Muhammad_Mian_Soomro__1","Prime Minister of Pakistan","2007-11-16","2008-03-25","96","105"
"http://dbpedia.org/resource/Guy_Verhofstadt","http://dbpedia.org/resource/Guy_Verhofstadt__3","Prime Minister of Belgium","1999-07-12","2008-03-20","199","162"
"http://dbpedia.org/resource/Antoine_Gizenga","http://dbpedia.org/resource/Antoine_Gizenga__1","Prime Minister of the Democratic Republic of the Congo","2006-12-30","2008-10-10","56","48"
"http://dbpedia.org/resource/Harald_Ringstorff","http://dbpedia.org/resource/Harald_Ringstorff__1","Prime Minister ofMecklenburg-Vorpommern","1998-11-03","2008-10-06","18","76"
"http://dbpedia.org/resource/Abdullah_Ahmad_Badawi","http://dbpedia.org/resource/Abdullah_Ahmad_Badawi__1","Prime Minister of Malaysia","2003-10-31","2009-04-03","361","180"
"http://dbpedia.org/resource/Ivo_Sanader","http://dbpedia.org/resource/Ivo_Sanader__1","Prime Minister of Croatia","2003-12-23","2009-07-06","198","183"
"http://dbpedia.org/resource/Paulo_Kassoma","http://dbpedia.org/resource/Paulo_Kassoma__1","Prime Minister of Angola","2008-09-30","2010-02-05","21","50"
"http://dbpedia.org/resource/Kostas_Karamanlis","http://dbpedia.org/resource/Kostas_Karamanlis__1","Prime Minister of Greece","2004-03-10","2009-10-06","179","142"
"http://dbpedia.org/resource/Luísa_Diogo","http://dbpedia.org/resource/Luísa_Diogo__1","Prime Minister of Mozambique","2004-02-17","2010-01-16","-1","-1"
"http://dbpedia.org/resource/Alexander_Ankvab","http://dbpedia.org/resource/Alexander_Ankvab__2","Prime Minister of Abkhazia","2005-02-14","2010-02-13","102","76"
"http://dbpedia.org/resource/Yulia_Tymoshenko","http://dbpedia.org/resource/Yulia_Tymoshenko__1","Prime Minister of Ukraine","2007-12-18","2010-03-04","326","418"
"http://dbpedia.org/resource/Tarō_Asō","http://dbpedia.org/resource/Tarō_Asō__3","Prime Minister of Japan","2008-09-24","2009-09-16","246","265"
"http://dbpedia.org/resource/Nader_al-Dahabi","http://dbpedia.org/resource/Nader_al-Dahabi__1","Prime Minister of Jordan","2007-11-25","2009-12-14","27","80"
"http://dbpedia.org/resource/Herman_Van_Rompuy","http://dbpedia.org/resource/Herman_Van_Rompuy__2","Prime Minister of Belgium","2008-12-30","2009-11-25","200","126"
"http://dbpedia.org/resource/Seyni_Oumarou","http://dbpedia.org/resource/Seyni_Oumarou__1","Prime Minister of Niger","2007-06-07","2009-09-23","51","58"
"http://dbpedia.org/resource/Viktor_Plakida","http://dbpedia.org/resource/Viktor_Plakida__3","Prime Minister of Crimea","2006-06-02","2010-03-17","6","44"
"http://dbpedia.org/resource/Youssouf_Saleh_Abbas","http://dbpedia.org/resource/Youssouf_Saleh_Abbas__1","Prime Minister of Chad","2008-04-15","2010-03-05","22","45"
"http://dbpedia.org/resource/Ali_Badjo_Gamatié","http://dbpedia.org/resource/Ali_Badjo_Gamatié__1","Prime Minister of Niger","2009-10-02","2010-02-18","16","43"
"http://dbpedia.org/resource/Eugène_Mangalaza","http://dbpedia.org/resource/Eugène_Mangalaza__1","Prime Minister of Madagascar","2009-10-10","2009-12-18","13","41"
"http://dbpedia.org/resource/Kabiné_Komara","http://dbpedia.org/resource/Kabiné_Komara__1","Prime Minister of Guinea","2008-12-30","2010-01-26","26","66"
"http://dbpedia.org/resource/Matti_Vanhanen","http://dbpedia.org/resource/Matti_Vanhanen__1","Prime Minister of Finland","2003-06-23","2010-06-22","155","144"
"http://dbpedia.org/resource/Rustam_Minnikhanov","http://dbpedia.org/resource/Rustam_Minnikhanov__2","Prime Minister of Tatarstan","1998-07-10","2010-03-25","27","73"
"http://dbpedia.org/resource/Derviş_Eroğlu","http://dbpedia.org/resource/Derviş_Eroğlu__2","Prime Minister of Northern Cyprus","2009-05-05","2010-04-23","93","74"
"http://dbpedia.org/resource/Yukio_Hatoyama","http://dbpedia.org/resource/Yukio_Hatoyama__1","Prime Minister of Japan","2009-09-16","2010-06-08","195","209"
"http://dbpedia.org/resource/Christian_Wulff","http://dbpedia.org/resource/Christian_Wulff__2","Prime Minister of Lower Saxony","2003-03-04","2010-06-30","116","103"
"http://dbpedia.org/resource/Ratnasiri_Wickremanayake","http://dbpedia.org/resource/Ratnasiri_Wickremanayake__1","Prime Minister of Sri Lanka","2005-11-19","2010-04-21","68","100"
"http://dbpedia.org/resource/Daniar_Usenov","http://dbpedia.org/resource/Daniar_Usenov__1","Prime Minister of Kyrgyzstan","2009-10-21","2010-04-07","26","47"
"http://dbpedia.org/resource/Gordon_Brown","http://dbpedia.org/resource/Gordon_Brown__1","Prime Minister of the United Kingdom","2007-06-27","2010-05-11","2017","430"
"http://dbpedia.org/resource/Chung_Un-chan","http://dbpedia.org/resource/Chung_Un-chan__1","Prime Minister of South Korea","2009-09-29","2010-08-11","36","95"
"http://dbpedia.org/resource/Apisai_Ielemia","http://dbpedia.org/resource/Apisai_Ielemia__1","Prime Minister of Tuvalu","2006-08-14","2010-09-29","71","66"
"http://dbpedia.org/resource/Javier_Velásquez","http://dbpedia.org/resource/Javier_Velásquez__1","Prime Minister of Peru","2009-07-11","2010-09-14","31","58"
"http://dbpedia.org/resource/David_Thompson_(Barbadian_politician)","http://dbpedia.org/resource/David_Thompson_(Barbadian_politician)__1","Prime Minister of Barbados","2008-01-16","2010-10-23","58","122"
"http://dbpedia.org/resource/Derek_Sikua","http://dbpedia.org/resource/Derek_Sikua__1","Prime Minister of Solomon Islands","2007-12-20","2010-08-25","89","56"
"http://dbpedia.org/resource/Joaquim_Rafael_Branco","http://dbpedia.org/resource/Joaquim_Rafael_Branco__1","Prime Minister of São Tomé and Príncipe","2008-06-22","2010-08-14","22","47"
"http://dbpedia.org/resource/Sergei_Sidorsky","http://dbpedia.org/resource/Sergei_Sidorsky__1","Prime Minister of Belarus","2003-07-10","2010-12-28","35","37"
"http://dbpedia.org/resource/Maatia_Toafa","http://dbpedia.org/resource/Maatia_Toafa__3","Prime Minister of Tuvalu","2010-09-29","2010-12-24","74","70"
"http://dbpedia.org/resource/Bouasone_Bouphavanh","http://dbpedia.org/resource/Bouasone_Bouphavanh__1","Prime Minister of Laos","2006-06-08","2010-12-23","27","47"
"http://dbpedia.org/resource/Jan_Peter_Balkenende","http://dbpedia.org/resource/Jan_Peter_Balkenende__1","Prime Minister of the Netherlands","2002-07-22","2010-10-14","340","187"
"http://dbpedia.org/resource/Jean-Marie_Doré","http://dbpedia.org/resource/Jean-Marie_Doré__1","Prime Minister of Guinea","2010-01-26","2010-12-24","30","68"
"http://dbpedia.org/resource/Ahmed_Shafik","http://dbpedia.org/resource/Ahmed_Shafik__1","Prime Minister of Egypt","2011-01-29","2011-03-03","75","113"
"http://dbpedia.org/resource/Mohamed_Ghannouchi","http://dbpedia.org/resource/Mohamed_Ghannouchi__1","Prime Minister of Tunisia","1999-11-17","2011-02-27","92","70"
"http://dbpedia.org/resource/Ahmed_Nazif","http://dbpedia.org/resource/Ahmed_Nazif__1","Prime Minister of Egypt","2004-07-14","2011-01-29","97","81"
"http://dbpedia.org/resource/José_Antonio_Chang","http://dbpedia.org/resource/José_Antonio_Chang__1","Prime Minister of Peru","2010-09-14","2011-03-19","29","41"
"http://dbpedia.org/resource/Samir_Rifai","http://dbpedia.org/resource/Samir_Rifai__1","Prime Minister of Jordan","2009-12-14","2011-02-09","38","64"
"http://dbpedia.org/resource/Tertius_Zongo","http://dbpedia.org/resource/Tertius_Zongo__1","Prime Minister of Burkina Faso","2007-06-11","2011-04-18","22","47"
"http://dbpedia.org/resource/Apolo_Nsibambi","http://dbpedia.org/resource/Apolo_Nsibambi__1","Prime Minister of Uganda","1999-04-05","2011-05-24","40","73"
"http://dbpedia.org/resource/Naoto_Kan","http://dbpedia.org/resource/Naoto_Kan__1","Prime Minister of Japan","2010-06-08","2011-09-02","242","166"
"http://dbpedia.org/resource/Mahamadou_Danda","http://dbpedia.org/resource/Mahamadou_Danda__1","Prime Minister of Niger","2010-02-23","2011-04-07","15","45"
"http://dbpedia.org/resource/Jaume_Bartumeu","http://dbpedia.org/resource/Jaume_Bartumeu__1","Prime Minister of Andorra","2009-06-05","2011-04-28","41","45"
"http://dbpedia.org/resource/Muhammad_Naji_al-Otari","http://dbpedia.org/resource/Muhammad_Naji_al-Otari__1","Prime Minister of Syria","2003-09-10","2011-04-14","116","69"
"http://dbpedia.org/resource/Saad_Hariri","http://dbpedia.org/resource/Saad_Hariri__2","Prime Minister of Lebanon","2009-11-09","2011-06-13","189","94"
"http://dbpedia.org/resource/Modibo_Sidibé","http://dbpedia.org/resource/Modibo_Sidibé__1","Prime Minister of Mali","2008-09-28","2011-04-03","35","53"
